0x959f61b2a79b72fcc476b3859de920c9244f684b,5
0x101f3b6a409ba6e0885d96e6766e361405070adb,5
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xee4e89af518f8bc6252c70c8d916f63b560f1013,20
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xd6717a7b5eca34c4a34071911335047b7f1499be,1
0xcc375832755100aafb41a16ef4a205bc55901f3f,2
0x632941962caa8754dd9626bf9efb2cfec7e6a07b,2
0xe7cb635df35b124f63ffb396df46f6ee8944ef82,2
0x01a2a163f89b299dcc85362a75ecc97fbd4b12dc,3
0x4f00f69a77cf9af47e73d6dd4c5e0a6a02b8bcf2,3
0x22fef603899d0b28c504826732ba9e0b9128430a,4
0x959f61b2a79b72fcc476b3859de920c9244f684b,5
0x101f3b6a409ba6e0885d96e6766e361405070adb,5
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xee4e89af518f8bc6252c70c8d916f63b560f1013,20
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xd6717a7b5eca34c4a34071911335047b7f1499be,1
0xcc375832755100aafb41a16ef4a205bc55901f3f,2
0x632941962caa8754dd9626bf9efb2cfec7e6a07b,2
0xe7cb635df35b124f63ffb396df46f6ee8944ef82,2
0x01a2a163f89b299dcc85362a75ecc97fbd4b12dc,3
0x4f00f69a77cf9af47e73d6dd4c5e0a6a02b8bcf2,3
0x22fef603899d0b28c504826732ba9e0b9128430a,4
0x959f61b2a79b72fcc476b3859de920c9244f684b,5
0x101f3b6a409ba6e0885d96e6766e361405070adb,5
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xee4e89af518f8bc6252c70c8d916f63b560f1013,20
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xd6717a7b5eca34c4a34071911335047b7f1499be,1
0xcc375832755100aafb41a16ef4a205bc55901f3f,2
0x632941962caa8754dd9626bf9efb2cfec7e6a07b,2
0xe7cb635df35b124f63ffb396df46f6ee8944ef82,2
0x01a2a163f89b299dcc85362a75ecc97fbd4b12dc,3
0x4f00f69a77cf9af47e73d6dd4c5e0a6a02b8bcf2,3
0x22fef603899d0b28c504826732ba9e0b9128430a,4
0x959f61b2a79b72fcc476b3859de920c9244f684b,5
0x101f3b6a409ba6e0885d96e6766e361405070adb,5
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xee4e89af518f8bc6252c70c8d916f63b560f1013,20
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xd6717a7b5eca34c4a34071911335047b7f1499be,1
0xcc375832755100aafb41a16ef4a205bc55901f3f,2
0x632941962caa8754dd9626bf9efb2cfec7e6a07b,2
0xe7cb635df35b124f63ffb396df46f6ee8944ef82,2
0x01a2a163f89b299dcc85362a75ecc97fbd4b12dc,3
0x4f00f69a77cf9af47e73d6dd4c5e0a6a02b8bcf2,3
0x22fef603899d0b28c504826732ba9e0b9128430a,4
0x959f61b2a79b72fcc476b3859de920c9244f684b,5
0x101f3b6a409ba6e0885d96e6766e361405070adb,5
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xee4e89af518f8bc6252c70c8d916f63b560f1013,20
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xd6717a7b5eca34c4a34071911335047b7f1499be,1
0xcc375832755100aafb41a16ef4a205bc55901f3f,2
0x632941962caa8754dd9626bf9efb2cfec7e6a07b,2
0xe7cb635df35b124f63ffb396df46f6ee8944ef82,2
0x01a2a163f89b299dcc85362a75ecc97fbd4b12dc,3
0x4f00f69a77cf9af47e73d6dd4c5e0a6a02b8bcf2,3
0x22fef603899d0b28c504826732ba9e0b9128430a,4
0x959f61b2a79b72fcc476b3859de920c9244f684b,5
0x101f3b6a409ba6e0885d96e6766e361405070adb,5
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xee4e89af518f8bc6252c70c8d916f63b560f1013,20
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xd6717a7b5eca34c4a34071911335047b7f1499be,1
0xcc375832755100aafb41a16ef4a205bc55901f3f,2
0x632941962caa8754dd9626bf9efb2cfec7e6a07b,2
0xe7cb635df35b124f63ffb396df46f6ee8944ef82,2
0x01a2a163f89b299dcc85362a75ecc97fbd4b12dc,3
0x4f00f69a77cf9af47e73d6dd4c5e0a6a02b8bcf2,3
0x22fef603899d0b28c504826732ba9e0b9128430a,4
0x959f61b2a79b72fcc476b3859de920c9244f684b,5
0x101f3b6a409ba6e0885d96e6766e361405070adb,5
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xee4e89af518f8bc6252c70c8d916f63b560f1013,20
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xd6717a7b5eca34c4a34071911335047b7f1499be,1
0xcc375832755100aafb41a16ef4a205bc55901f3f,2
0x632941962caa8754dd9626bf9efb2cfec7e6a07b,2
0xe7cb635df35b124f63ffb396df46f6ee8944ef82,2
0x01a2a163f89b299dcc85362a75ecc97fbd4b12dc,3
0x4f00f69a77cf9af47e73d6dd4c5e0a6a02b8bcf2,3
0x22fef603899d0b28c504826732ba9e0b9128430a,4
0x959f61b2a79b72fcc476b3859de920c9244f684b,5
0x101f3b6a409ba6e0885d96e6766e361405070adb,5
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xee4e89af518f8bc6252c70c8d916f63b560f1013,20
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xd6717a7b5eca34c4a34071911335047b7f1499be,1
0xcc375832755100aafb41a16ef4a205bc55901f3f,2
0x632941962caa8754dd9626bf9efb2cfec7e6a07b,2
0xe7cb635df35b124f63ffb396df46f6ee8944ef82,2
0x01a2a163f89b299dcc85362a75ecc97fbd4b12dc,3
0x4f00f69a77cf9af47e73d6dd4c5e0a6a02b8bcf2,3
0x22fef603899d0b28c504826732ba9e0b9128430a,4
0x959f61b2a79b72fcc476b3859de920c9244f684b,5
0x101f3b6a409ba6e0885d96e6766e361405070adb,5
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xee4e89af518f8bc6252c70c8d916f63b560f1013,20
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xd6717a7b5eca34c4a34071911335047b7f1499be,1
0xcc375832755100aafb41a16ef4a205bc55901f3f,2
0x632941962caa8754dd9626bf9efb2cfec7e6a07b,2
0xe7cb635df35b124f63ffb396df46f6ee8944ef82,2
0x01a2a163f89b299dcc85362a75ecc97fbd4b12dc,3
0x4f00f69a77cf9af47e73d6dd4c5e0a6a02b8bcf2,3
0x22fef603899d0b28c504826732ba9e0b9128430a,4
0x959f61b2a79b72fcc476b3859de920c9244f684b,5
0x101f3b6a409ba6e0885d96e6766e361405070adb,5
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xee4e89af518f8bc6252c70c8d916f63b560f1013,20
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xd6717a7b5eca34c4a34071911335047b7f1499be,1
0xcc375832755100aafb41a16ef4a205bc55901f3f,2
0x632941962caa8754dd9626bf9efb2cfec7e6a07b,2
0xe7cb635df35b124f63ffb396df46f6ee8944ef82,2
0x01a2a163f89b299dcc85362a75ecc97fbd4b12dc,3
0x4f00f69a77cf9af47e73d6dd4c5e0a6a02b8bcf2,3
0x22fef603899d0b28c504826732ba9e0b9128430a,4
0x959f61b2a79b72fcc476b3859de920c9244f684b,5
0x101f3b6a409ba6e0885d96e6766e361405070adb,5
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xee4e89af518f8bc6252c70c8d916f63b560f1013,20
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xd6717a7b5eca34c4a34071911335047b7f1499be,1
0xcc375832755100aafb41a16ef4a205bc55901f3f,2
0x632941962caa8754dd9626bf9efb2cfec7e6a07b,2
0xe7cb635df35b124f63ffb396df46f6ee8944ef82,2
0x01a2a163f89b299dcc85362a75ecc97fbd4b12dc,3
0x4f00f69a77cf9af47e73d6dd4c5e0a6a02b8bcf2,3
0x22fef603899d0b28c504826732ba9e0b9128430a,4
0x959f61b2a79b72fcc476b3859de920c9244f684b,5
0x101f3b6a409ba6e0885d96e6766e361405070adb,5
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xee4e89af518f8bc6252c70c8d916f63b560f1013,20
0x062d2ef6df8969c6c8c5469ad32bc689ad830bb0,8
0xd6717a7b5eca34c4a34071911335047b7f1499be,1
0xcc375832755100aafb41a16ef4a205bc55901f3f,2
0x632941962caa8754dd9626bf9efb2cfec7e6a07b,2
0xe7cb635df35b124f63ffb396df46f6ee8944ef82,2
0x01a2a163f89b299dcc85362a75ecc97fbd4b12dc,3
0x4f00f69a77cf9af47e73d6dd4c5e0a6a02b8bcf2,3
0x22fef603899d0b28c504826732ba9e0b9128430a,4
0x959f61b2a79b72fcc476b3859de920c9244f684b,5
